#Epoch 	  Loss mean 	 free energy mean 	 reconstruction error mean	 validation free energy mean 	 comparison_free_energy_mean
177	-0.198886582248	-176.537743411	0.174916611753	-176.281695491	-176.463164902
178	-0.214009173573	-176.530979773	0.175331414452	-176.221044745	-176.407881648
179	-0.184784497111	-176.588300488	0.174968585513	-176.485719657	-176.663911304
180	-0.212851936036	-176.743977744	0.175116776291	-176.657379776	-176.840164306
181	-0.220071802413	-176.881064172	0.175292269838	-176.369347722	-176.559033845
182	-0.174384500559	-176.8448648	0.174575658205	-176.583103654	-176.775179954
183	-0.18590768936	-176.984708596	0.175073519945	-176.709315254	-176.892576315
184	-0.193707515957	-177.031574692	0.17497072383	-176.955109053	-177.13690921
185	-0.193943845152	-177.083041057	0.174781908016	-176.681587039	-176.867208104
186	-0.193323343997	-177.221009705	0.174642927647	-177.178671768	-177.354871876
187	-0.189960848883	-177.28747735	0.174769243347	-176.841866474	-177.030686554
188	-0.190754973228	-177.331748746	0.174730756549	-177.191401706	-177.369127721
189	-0.195580253071	-177.466154103	0.174540624979	-177.368872356	-177.541794169
190	-0.176971339387	-177.541897139	0.174583881529	-177.502158806	-177.68151713
191	-0.201408713213	-177.564466066	0.174752466741	-177.287485545	-177.470382097
192	-0.179903251889	-177.670543528	0.174435032857	-177.638750568	-177.817826299
193	-0.198399234722	-177.80753736	0.174178125309	-177.601947103	-177.779452937
194	-0.191592684901	-177.814674285	0.174256743271	-177.358509917	-177.547292419
195	-0.189932857644	-177.844768648	0.174460032912	-177.595730161	-177.785635755
196	-0.183895613353	-178.031735095	0.174393750225	-177.891430809	-178.074388179
197	-0.172253774521	-178.061762066	0.174397039664	-177.929569309	-178.114281418
198	-0.176871355119	-178.132339957	0.174175657881	-177.837427276	-178.022990711
199	-0.203328718402	-178.22002059	0.174527796177	-178.025619068	-178.210922538
200	-0.163780931856	-178.296536894	0.174200657826	-177.972138243	-178.166845404
201	-0.184958379144	-178.356678612	0.174116611967	-178.017277512	-178.205982589
202	-0.189405759794	-178.508904734	0.174037664313	-178.262134441	-178.444830931
203	-0.181206689047	-178.487790364	0.174174177819	-178.447546111	-178.629359852
204	-0.184769208603	-178.616092354	0.174019736883	-178.564806509	-178.746458598
205	-0.181329810522	-178.733298129	0.174021546072	-178.563753109	-178.749948098
206	-0.181962730233	-178.86698043	0.173821545949	-178.624133166	-178.807607532
207	-0.191164081227	-178.864020697	0.174097368388	-178.396604173	-178.59380254
208	-0.18846455363	-178.963874465	0.173902138079	-178.853930273	-179.031336212
209	-0.171983246068	-178.981822384	0.17361628294	-178.926209726	-179.103585261
210	-0.160965548927	-179.096744935	0.173551973999	-178.982221039	-179.161721918
211	-0.166114532574	-179.190580149	0.173691776175	-179.017034911	-179.195201124
212	-0.186150107336	-179.243898199	0.173641282853	-178.733248878	-178.923549704
213	-0.170317732293	-179.323054996	0.173667105311	-179.260061684	-179.440900579
214	-0.171292552033	-179.409177394	0.173579111931	-178.989206466	-179.178825885
215	-0.175442732877	-179.490427103	0.173316611757	-179.461319386	-179.641218153
216	-0.160568471702	-179.563416441	0.173521052819	-179.455438563	-179.633194179
217	-0.173812501548	-179.580331656	0.173260855173	-179.546716207	-179.726802285
218	-0.171385409702	-179.724367003	0.173512500054	-179.350080659	-179.534648123
219	-0.160518016423	-179.715987219	0.1732476974	-179.570184844	-179.748806301
220	-0.175158485209	-179.815108114	0.173533881526	-179.473589091	-179.658388889
221	-0.159319348234	-179.81546904	0.173513651224	-179.838933825	-180.021198553
222	-0.169148151093	-179.948455086	0.173491118409	-179.821465911	-180.004695115
