1.469300	0.988161	0.023499	-1.956860	0.180169
1.669300	0.973335	0.060117	-1.908280	0.315667
1.869300	0.944159	0.169677	-1.824957	0.525417
2.069300	0.886546	0.505713	-1.691578	0.835710
2.269300	0.777370	1.196409	-1.491511	1.139218
2.469300	0.627340	1.730490	-1.258170	1.137034
2.669300	0.488596	1.633375	-1.056146	0.856060
2.869300	0.389982	1.293994	-0.911251	0.601469
