1.500000	0.986619	0.000078	0.026520	0.000366	-1.951442	0.000269	0.194719	0.001482
1.570340	0.981770	0.000095	0.037814	0.000497	-1.935229	0.000303	0.243885	0.001744
1.640690	0.976036	0.000119	0.053000	0.000813	-1.916750	0.000357	0.293818	0.002017
1.711030	0.968667	0.000141	0.075227	0.001278	-1.893874	0.000399	0.356448	0.002335
1.781380	0.959547	0.000172	0.105029	0.001709	-1.867028	0.000462	0.420090	0.002593
1.851720	0.947902	0.000206	0.150999	0.002350	-1.834544	0.000509	0.497431	0.002992
1.922070	0.932901	0.000256	0.225780	0.003189	-1.796311	0.000578	0.595334	0.003480
1.992410	0.913488	0.000329	0.340032	0.004468	-1.750577	0.000641	0.702986	0.003842
2.062760	0.888706	0.000393	0.494106	0.005466	-1.696475	0.000743	0.823199	0.004279
2.133100	0.858428	0.000478	0.696052	0.006667	-1.635831	0.000807	0.943410	0.004516
2.203450	0.819129	0.000573	0.956525	0.007398	-1.563139	0.000883	1.062979	0.004613
2.273790	0.773738	0.000653	1.225381	0.007808	-1.485561	0.000964	1.151843	0.004750
2.344140	0.722863	0.000726	1.465133	0.007710	-1.403296	0.001008	1.192401	0.004427
2.414480	0.669838	0.000803	1.634248	0.007446	-1.321159	0.001022	1.170711	0.004341
2.484830	0.613953	0.000846	1.738204	0.006639	-1.238883	0.001026	1.108082	0.004089
2.555170	0.563017	0.000836	1.745422	0.005860	-1.162949	0.001011	1.025006	0.003981
2.625520	0.513850	0.000833	1.703206	0.005278	-1.093159	0.000992	0.925621	0.003835
2.695860	0.473382	0.000823	1.583286	0.004758	-1.033147	0.000955	0.813546	0.003494
2.766210	0.435156	0.000790	1.482122	0.004588	-0.978456	0.000940	0.722405	0.003280
2.836550	0.403453	0.000781	1.350505	0.004344	-0.931602	0.000892	0.637549	0.003023
2.906900	0.376216	0.000740	1.230744	0.004159	-0.889401	0.000876	0.564834	0.002713
2.977240	0.353214	0.000714	1.114122	0.003861	-0.852867	0.000837	0.505287	0.002478
3.047590	0.332632	0.000689	1.013854	0.003622	-0.819828	0.000817	0.447498	0.002196
3.117930	0.315217	0.000662	0.923454	0.003540	-0.789851	0.000782	0.410640	0.002023
3.188280	0.299180	0.000620	0.831639	0.003250	-0.761124	0.000754	0.365825	0.001828
3.258620	0.286160	0.000624	0.767993	0.003107	-0.736086	0.000753	0.339423	0.001643
3.328970	0.274327	0.000599	0.702431	0.002933	-0.713647	0.000729	0.311250	0.001521
3.399310	0.264128	0.000587	0.650924	0.002743	-0.693112	0.000733	0.291185	0.001461
3.469660	0.255270	0.000571	0.597862	0.002585	-0.672237	0.000710	0.269326	0.001296
3.540000	0.247093	0.000554	0.555739	0.002430	-0.653898	0.000712	0.250278	0.001206
