#Epoch 	  Loss mean 	 free energy mean 	 reconstruction error mean	 validation free energy mean 	 comparison_free_energy_mean
0	-2.283659637	-91.4112276943	0.245401644832	-120.729352883	-120.556585771
1	-1.39636193614	-135.744591638	0.200608059042	-147.691712188	-147.597332688
2	-0.716604759671	-153.380514882	0.189174013295	-157.435608256	-157.368759598
3	-0.467090655042	-159.684893838	0.186390625097	-162.328061166	-162.270318898
4	-0.30461575867	-163.227623174	0.184936677563	-164.393431126	-164.324388256
5	-0.259275362981	-165.968524675	0.183713158008	-167.108841166	-167.032318421
6	-0.239307657592	-168.225919723	0.1831555921	-169.26773386	-169.187953813
7	-0.200591311245	-169.987156825	0.182367598524	-171.77355529	-171.706356129
8	-0.203068256404	-171.26932202	0.18143421079	-172.047729037	-171.992241557
9	-0.177630680453	-172.513412575	0.181187335457	-174.157793909	-174.094109608
10	-0.139699059234	-173.735405739	0.18038141453	-174.345572167	-174.289791302
11	-0.113188418403	-174.456556869	0.179690789471	-175.774884356	-175.716241396
12	-0.0923204568023	-175.205818267	0.179095394894	-175.173316697	-175.128478914
13	-0.0780865246203	-175.699534133	0.178675986732	-176.071035697	-176.027792069
14	-0.0609572958352	-176.200137246	0.178234046133	-176.673547738	-176.630355655
15	-0.0306742492362	-176.715690497	0.177674835513	-177.191581445	-177.154194271
16	-0.0323870598403	-177.068614474	0.177363157947	-176.299809079	-176.259175251
17	-0.0340489350677	-177.33059865	0.176944736744	-178.044052872	-177.989686388
18	-0.0167877606038	-177.763019764	0.176405263339	-178.057607526	-177.998662598
19	-0.000763564704165	-178.147877168	0.176389309042	-178.595030375	-178.557030221
20	0.00252187178795	-178.353256938	0.175476151281	-177.742083027	-177.723496327
21	-0.00208561918023	-178.65039666	0.175160855369	-179.401850154	-179.352749828
22	0.0166232046249	-178.799965342	0.174741118425	-178.98474366	-178.946587124
23	0.0104381836466	-179.176249034	0.174091118307	-179.610934325	-179.565416908
24	0.018773417266	-179.503810198	0.17398273032	-180.243058002	-180.206870752
25	0.0211748662068	-179.978352535	0.173446217179	-180.30279175	-180.248255275
26	0.0349745045536	-180.446582339	0.173049999868	-180.180208718	-180.126768094
27	0.0212732813622	-180.824925659	0.172716776227	-181.961503029	-181.912714569
28	0.0416764259293	-181.050384236	0.172110361551	-181.897515942	-181.862256823
29	0.0237790825786	-181.561867052	0.171964473426	-181.839996492	-181.793135172
30	0.0388182093149	-181.964711947	0.171516776163	-182.138476482	-182.097633108
31	0.0354383079914	-182.44433267	0.170922697406	-182.677051299	-182.635889181
32	0.0435014792796	-182.846764103	0.170684539378	-183.884641357	-183.834598824
33	0.0486146570292	-183.365369194	0.17035559226	-183.477085629	-183.447134139
34	0.0526935473848	-183.724847319	0.169984045985	-183.843809814	-183.812218859
35	0.0470173849261	-184.021150095	0.169674835754	-184.8208282	-184.794120314
36	0.0621655574081	-184.368152914	0.169057072511	-185.596016406	-185.563095928
37	0.0422716941433	-184.720777486	0.169127631705	-184.57771321	-184.538900793
38	0.0623879311592	-185.236051368	0.168358552487	-185.392934697	-185.34539226
39	0.0593614284926	-185.413406573	0.16783437492	-186.056224473	-186.014305782
40	0.0627589899693	-185.756386585	0.167824342063	-185.663258553	-185.636469195
41	0.0580852411098	-186.173757341	0.167151644732	-186.919541793	-186.882793093
42	0.0592639779585	-186.669848114	0.166670559221	-186.325930334	-186.292121305
43	0.0646995252718	-187.070046666	0.166522368287	-188.011418386	-187.947446156
44	0.0716940021892	-187.542581183	0.166021052677	-188.240514712	-188.204525874
45	0.0776721382285	-187.945505173	0.165676315646	-188.521739167	-188.495001597
46	0.073789518418	-188.387128606	0.16521513164	-188.226181986	-188.195501225
47	0.0725812220438	-188.793381853	0.16493026335	-188.334177475	-188.299873271
48	0.0705887959733	-189.137249506	0.164571052633	-190.106764711	-190.052253533
49	0.0845069108543	-189.685056051	0.164047697328	-189.806078511	-189.760400293
50	0.0645310121956	-190.08728168	0.163654934215	-190.295892336	-190.268323149
51	0.0744603400785	-190.700503743	0.162712335461	-190.501828484	-190.472925305
52	0.0781136160058	-191.188025719	0.162713322545	-191.751707627	-191.700445932
53	0.0925427760792	-191.799073404	0.161929111716	-192.669273986	-192.623872678
54	0.0800161361759	-192.142021582	0.161869572574	-192.46140132	-192.426822112
55	0.0955453640686	-192.599110266	0.161413486945	-192.906841897	-192.883246848
56	0.102265358405	-193.006602631	0.161023848637	-193.028062666	-193.019721688
57	0.0874664494783	-193.576074435	0.160551151194	-193.774643411	-193.720873115
58	0.0798558395625	-193.992335548	0.160212335414	-194.405774091	-194.362679819
59	0.0933789078738	-194.749360349	0.159914309022	-194.581365547	-194.566759108
60	0.0809361931739	-195.242473855	0.15933881551	-196.049843993	-196.016898555
61	0.0951449958445	-195.755243504	0.159089473596	-196.926850867	-196.882465498
62	0.0980543067819	-196.242942242	0.158427138203	-196.030257808	-196.019837724
63	0.097155992363	-196.609985383	0.158030262903	-197.149327824	-197.105937208
64	0.099222847529	-197.189577501	0.157373355078	-197.902648377	-197.876805729
65	0.09812211107	-197.600724289	0.157250164386	-198.424088562	-198.378454959
66	0.0902210447349	-198.201683273	0.156590624891	-198.445765754	-198.413126999
67	0.10789414166	-198.469318759	0.156156249972	-199.431291522	-199.40625854
68	0.0988661177996	-199.027407528	0.155778782932	-199.388193095	-199.36091724
69	0.110197528515	-199.474210252	0.155372532967	-199.961645134	-199.917422442
70	0.121422196451	-199.967016161	0.154911019708	-200.286805936	-200.23570902
71	0.104102133358	-200.363610096	0.154874506569	-200.026643343	-200.005287233
72	0.113730242678	-200.606492433	0.154254440948	-201.087664835	-201.078969728
73	0.112018919027	-201.088125356	0.154153618515	-202.481937303	-202.458443864
74	0.100738357598	-201.522393564	0.153651644854	-201.533970647	-201.510022462
75	0.112771985283	-202.005140408	0.153339473707	-202.22180338	-202.187328896
76	0.103253970433	-202.474148343	0.152845559316	-202.886885111	-202.836168354
77	0.112796897903	-202.839355958	0.152611513044	-203.33670992	-203.300982881
78	0.120891861887	-203.316430185	0.152360197588	-204.105300923	-204.087009522
79	0.108261919401	-203.804637014	0.151855098637	-204.73694547	-204.712490235
80	0.107556850589	-204.187253924	0.151486184252	-204.524264244	-204.506911772
81	0.109242917761	-204.601289873	0.151072368481	-205.618692308	-205.586916796
82	0.122993883325	-205.034880267	0.150988651443	-205.298249872	-205.279835499
83	0.113623302471	-205.518318121	0.150616940754	-206.336810422	-206.316973452
84	0.1141262161	-205.911116107	0.150163651454	-206.392398024	-206.332914731
85	0.097951961996	-206.277308457	0.149855756728	-206.689232341	-206.685454952
86	0.1223791311	-206.789683237	0.149394243548	-207.281785425	-207.250172181
87	0.105705509747	-207.242443824	0.14915427655	-208.221650669	-208.190208922
88	0.107510534133	-207.661599789	0.148724506764	-208.002643513	-207.978613176
89	0.103113422883	-208.104028302	0.148159539386	-208.091346417	-208.083030825
90	0.0979418402817	-208.680912532	0.148144243548	-209.888526848	-209.854085721
91	0.117057892077	-208.985859604	0.147811841988	-209.860209884	-209.82588691
92	0.111645007822	-209.449341896	0.147843914495	-209.962291676	-209.937059776
93	0.125278363595	-209.879776349	0.147264802754	-210.796091707	-210.777439295
94	0.0975498952626	-210.328393819	0.146730427632	-210.55034544	-210.527953511
95	0.111260603124	-210.646088187	0.146442105354	-211.337857484	-211.313832135
96	0.127324162008	-210.961275804	0.146304440741	-211.558365136	-211.52394212
97	0.110947674793	-211.252173715	0.146257730315	-211.42461611	-211.417100899
98	0.115722475821	-211.606837522	0.145624013206	-212.30556583	-212.254847772
99	0.120490402713	-211.833330934	0.145501151391	-212.627610192	-212.60638928
100	0.12487814418	-212.353282451	0.145383552407	-212.144212227	-212.127539755
101	0.122922508872	-212.772119522	0.144889638102	-212.972671502	-212.944057581
102	0.116699695373	-213.168960621	0.14478453953	-212.821256349	-212.807818603
103	0.125089520131	-213.363966811	0.144529440811	-213.557919217	-213.550449139
104	0.119380141016	-213.714232031	0.144710033065	-213.857997876	-213.840343239
105	0.108436634816	-213.977182413	0.144368585662	-214.12524552	-214.116344625
106	0.119474228692	-214.510788605	0.143906249984	-214.504015233	-214.4745768
107	0.122573928331	-214.629643258	0.143607565886	-214.914480909	-214.885607875
108	0.1172302309	-214.908503799	0.143452796136	-215.044957557	-215.026254567
109	0.124003635041	-215.322028363	0.143199013346	-214.937058437	-214.920186502
110	0.117637552381	-215.638676641	0.143072368354	-216.545429383	-216.536123164
111	0.115637251357	-216.01695872	0.142428125151	-216.321948409	-216.313758623
112	0.120823536628	-216.343669649	0.142398848628	-217.177950477	-217.172273713
113	0.122589112368	-216.48083505	0.142271874696	-216.33098182	-216.320249098
114	0.121069952633	-216.843399726	0.142026480374	-216.908299941	-216.88757962
115	0.129072023092	-217.104769324	0.141734210339	-217.27591615	-217.251079247
116	0.119550751989	-217.412598181	0.141635197221	-217.391344921	-217.373005963
117	0.115614720461	-217.62525197	0.141497861963	-217.811700201	-217.787441664
118	0.112111419444	-217.749043183	0.141291612104	-217.925225555	-217.91095363
119	0.127821731573	-218.3372535	0.140842598888	-218.473857978	-218.450576805
120	0.124281302413	-218.447569062	0.140772204125	-217.977641402	-217.961665185
121	0.127175294412	-218.492316552	0.140738158124	-218.767462613	-218.736859332
122	0.116521766697	-218.89814719	0.140676151216	-218.915756983	-218.879108036
123	0.134134656265	-219.012262865	0.14026414472	-218.945257656	-218.925606186
124	0.0997077873802	-219.155185257	0.140346875034	-219.95554713	-219.929303566
125	0.118960648877	-219.574491819	0.140093092197	-219.23215616	-219.212307262
126	0.124516597814	-219.84703742	0.140043092245	-219.187175144	-219.178149737
127	0.132358689738	-220.100597328	0.13967417768	-220.245331081	-220.237729262
128	0.122367526845	-220.389029151	0.139456743865	-220.402328521	-220.384959229
129	0.11562541223	-220.57491106	0.139553618604	-220.14172198	-220.149493866
130	0.13665670866	-220.775862031	0.139385526188	-220.012964562	-219.987254337
131	0.124660369064	-221.040663361	0.139251315766	-220.582454732	-220.551782666
132	0.128394235997	-221.171255509	0.139132401512	-221.998285616	-221.97952443
133	0.127150487919	-221.388446334	0.138965954153	-221.969019926	-221.937932881
134	0.117619260684	-221.602662989	0.139086677573	-221.714137828	-221.699293388
135	0.130824827511	-221.781238604	0.138574013067	-221.435707532	-221.420956349
136	0.130445779119	-221.925919832	0.138713651221	-221.871743578	-221.855904554
137	0.113454817128	-222.140391656	0.138686513195	-222.15419187	-222.120499108
138	0.120731136652	-222.341292001	0.138681907873	-222.727778613	-222.699182987
139	0.119631487044	-222.66455438	0.138330098893	-223.478895109	-223.442734769
140	0.122615000518	-222.919492618	0.138133059293	-223.147414762	-223.138759197
141	0.132584728283	-223.036424743	0.138044901443	-223.281605368	-223.282266229
142	0.131410736934	-223.404647649	0.137822697257	-223.731725235	-223.708289156
143	0.119587525706	-223.518713958	0.137809210459	-223.624401246	-223.591836315
144	0.124841541792	-223.695291815	0.137624013071	-223.411693152	-223.413429443
145	0.128857360275	-223.926587878	0.137580098761	-223.646301128	-223.642701055
146	0.143251891121	-224.126057198	0.137245723809	-224.787508262	-224.776214604
147	0.116730947437	-224.152582052	0.137271217351	-224.932882795	-224.90895509
148	0.124817379187	-224.268170281	0.137336513259	-224.073011886	-224.070202926
149	0.126756395087	-224.521215845	0.137156907798	-224.841347892	-224.816996885
150	0.117982156022	-224.788762529	0.136873355351	-224.278859207	-224.275771452
151	0.122168427359	-224.838690481	0.137022861705	-225.138500079	-225.133661593
152	0.119551857235	-225.12456849	0.136802138216	-226.305661665	-226.265439525
153	0.124760080985	-225.414512512	0.13677911182	-225.988228477	-225.989664806
154	0.133760144707	-225.540222199	0.13668059204	-225.041450387	-225.040083703
155	0.139806099811	-225.704466116	0.136682565722	-226.62861045	-226.602106612
156	0.126230114715	-225.884595865	0.136570394612	-225.983428509	-225.982934933
157	0.126500582861	-226.010211055	0.136496546049	-225.994339463	-225.979971189
158	0.122265427952	-226.111173652	0.136267269842	-225.993925651	-225.983000712
159	0.130112204079	-226.326455004	0.136147697246	-226.492055781	-226.49353921
160	0.126307076465	-226.453042313	0.136001480214	-226.033135167	-226.026112708
161	0.131427098857	-226.637269838	0.136187171207	-226.991421897	-226.959437062
162	0.128904362083	-226.807338209	0.135837335657	-226.824919465	-226.819210272
163	0.120914514229	-226.89907266	0.136036184414	-226.868262252	-226.849829259
164	0.124854257553	-227.111544202	0.135730098909	-227.127518824	-227.113840232
165	0.128289333203	-227.27873358	0.135990953955	-228.162179887	-228.147545809
166	0.126960683362	-227.407040723	0.136066940921	-227.740806392	-227.727125237
167	0.124297140988	-227.564594645	0.135847039403	-228.811247637	-228.791945788
168	0.133083273661	-227.842962493	0.135701809353	-227.903428644	-227.888045855
169	0.130156568499	-227.852537709	0.135700493408	-228.032066057	-228.02679569
170	0.116409946657	-228.137312477	0.135616776206	-228.185627072	-228.158153358
171	0.126416062523	-228.260744699	0.135472204136	-228.154248642	-228.136008059
172	0.128858672551	-228.353630056	0.135214144486	-227.610995114	-227.610630449
173	0.132257777966	-228.515752886	0.135249341844	-229.36203787	-229.338528273
174	0.115374124617	-228.749753633	0.135184703948	-229.564971474	-229.52967356
175	0.123242350337	-228.913311236	0.135057565805	-228.284184492	-228.269190999
